Symbol,Name,URL
ROST,"Ross Stores, Inc.",/wiki/Ross_Stores
VICI,Vici Properties Inc.,/wiki/Vici_Properties
FMBH,"First Mid Bancshares, Inc.",
HEI,HEICO Corporation,/wiki/HEICO
OB,"OneBeacon Insurance Group, LTD",/w/index.php?title=OneBeacon&action=edit&redlink=1
WDAY,"Workday, Inc.","/wiki/Workday,_Inc."
STZ,Constellation Brands,/wiki/Constellation_Brands
SVV,"Savers Value Village, Inc.",
FIVE,"Five Below, Inc.",/wiki/Five_Below
MSGS,Madison Square Garden Sports Corp.,
CNEY,CN Energy Group. Inc.,
RIVN,"Rivian Automotive, Inc.",/wiki/Rivian
CARR,Carrier Global Corporation,
NTCT,"NetScout Systems, Inc.",/wiki/NetScout_Systems
NOC,Northrop Grumman Corporation,
RELY,"Remitly Global, Inc.",
CIGI,Colliers International Group Inc.,
BSY,"Bentley Systems, Incorporated",/wiki/Bentley_Systems
FVRR,Fiverr International Ltd.,
CHGG,Chegg,/wiki/Chegg
CFG,"Citizens Financial Group, Inc.",
CAKE,The Cheesecake Factory Incorporated,/wiki/The_Cheesecake_Factory
GNE,Genie Energy Ltd.,/wiki/Genie_Energy
QS,QuantumScape Corporation,/wiki/QuantumScape
BOX,"Box, Inc.",
WIX,Wix.com Ltd.,/wiki/Wix.com
DGNU,Dragoneer Growth Opportunities Corp. III,
JACK,Jack in the Box Inc.,/wiki/Jack_in_the_Box
HA,"Hawaiian Holdings, Inc.",/wiki/Hawaiian_Holdings
TRMB,Trimble Inc.,/wiki/Trimble_Inc.
SON,Sonoco Products Co.,/wiki/Sonoco
ALSN,"Allison Transmission Holdings, Inc.",/wiki/Allison_Transmission
UTI,"Universal Technical Institute, Inc.",/wiki/Universal_Technical_Institute
LSCC,Lattice Semiconductor Corporation,/wiki/Lattice_Semiconductor
ROKU,"Roku, Inc.","/wiki/Roku,_Inc."
ANF,Abercrombie & Fitch,/wiki/Abercrombie_%26_Fitch
GTX,Garrett Motion Inc.,
DISH,DISH Network Corporation,
LGF,Lions Gate Entertainment,/wiki/Lions_Gate_Entertainment
VIAV,Viavi Solutions Inc.,/wiki/Viavi_Solutions
ATI,Allegheny Technologies Incorporated,/wiki/Allegheny_Technologies
CGNX,Cognex Corporation,/wiki/Cognex_Corporation
BILL,"Bill.com Holdings, Inc.",
SPCE,"Virgin Galactic Holdings, Inc.",/wiki/Virgin_Galactic
VNOM,Viper Energy Partners LP,
MOS,The Mosaic Company,
CVE,Cenovus Energy,/wiki/Cenovus_Energy
TGI,Triumph Group Inc.,/wiki/Triumph_Group
GD,General Dynamics Corporation,/wiki/General_Dynamics
MTN,"Vail Resorts, Inc.",/wiki/Vail_Resorts
ODP,Office Depot Inc.,/wiki/Office_Depot
AESI,Atlas Energy Solutions Inc.,
ALGN,"Align Technology, Inc.",/wiki/Align_Technology
V,Visa Inc.,/wiki/Visa_Inc.
USB,U.S. Bancorp,/wiki/U.S._Bancorp
RDIB,"Reading International, Inc.",
OOMA,"Ooma, Inc.",
KTB,"Kontoor Brands, Inc.",
MP,MP Materials Corp.,
AVTR,"Avantor, Inc.",
PGRE,"Paramount Group, Inc.",
TUP,Tupperware Brands Corporation,/wiki/Tupperware_Brands
PACB,"Pacific Biosciences of California, Inc.",/wiki/Pacific_Biosciences
FUN,Cedar Fair,/wiki/Cedar_Fair
CANO,"Cano Health, Inc.",
IFF,International Flavors & Fragrances Inc.,/wiki/International_Flavors_%26_Fragrances
MHK,"Mohawk Industries, Inc.",
DOLE,Dole plc,
PSTG,"Pure Storage, Inc.",
TDOC,"Teladoc Health, Inc.",/wiki/Teladoc_Health
IBM,International Business Machines Corporation,/wiki/IBM
HD,"Home Depot, Inc.",/wiki/The_Home_Depot
ABGI,ABG Acquisition Corp. I,
NU,Nu Holdings Ltd.,
LOGI,Logitech International S.A.,/wiki/Logitech
HOG,"Harley-Davidson, Inc.",/wiki/Harley-Davidson
ACGL,Arch Capital Group Ltd.,/wiki/Arch_Capital_Group
SCI,Service Corporation International,/wiki/Service_Corporation_International
EXTR,"Extreme Networks, Inc.",/wiki/Extreme_Networks
ALTR,Altair Engineering Inc.,/wiki/Altair_Engineering
ASTS,"AST SpaceMobile, Inc.",/wiki/AST_SpaceMobile
HTZ,"Hertz Global Holdings, Inc.",/wiki/Hertz_Global_Holdings
BBLN,Babylon Holdings Limited,
BFH,"Bread Financial Holdings, Inc.",
ARM,Arm Holdings plc American Depositary Shares,/wiki/Arm_Holdings
SNA,Snap On Inc.,/wiki/Snap-on
WKHS,Workhorse Group Inc.,/wiki/Workhorse_Group
CNO,CNO Financial Group,/wiki/CNO_Financial_Group
TPX,"Tempur Sealy International, Inc.",/wiki/Tempur_Sealy_International
PPG,"PPG Industries, Inc.",/wiki/PPG_Industries
FTNT,"Fortinet, Inc.",/wiki/Fortinet
MC,Moelis & Company,
PFL,PIMCO Income Strategy Fund,
SANM,Sanmina Corporation,/wiki/Sanmina_Corporation
VRA,"Vera Bradley, Inc.",/wiki/Vera_Bradley
BZFD,"BuzzFeed, Inc.",/wiki/BuzzFeed
HAPP,Happiness Development Group Limited,
ANET,Arista Networks,/wiki/Arista_Networks
COMP,"Compass, Inc.",
JCI,"Johnson Controls, Inc.",/wiki/Johnson_Controls
JELD,"JELD-WEN Holding, Inc.",
ACCD,"Accolade, Inc.",
SNX,TD SYNNEX Corporation,/wiki/TD_Synnex
EVRG,"Evergy, Inc.",/wiki/Evergy
WOLF,"Wolfspeed, Inc.",/wiki/Wolfspeed
ZIP,"ZipRecruiter, Inc.",/wiki/ZipRecruiter
OMC,Omnicom Group Inc.,/wiki/Omnicom_Group
PBI,Pitney Bowes Inc.,/wiki/Pitney_Bowes
GAIA,"Gaia, Inc.",
TETE,Technology & Telecommunication Acquisition Corporation,
ACHC,"Acadia Healthcare Company, Inc.",/wiki/Acadia_Healthcare
PNR,"Pentair, Ltd.",/wiki/Pentair
GDRX,"GoodRx Holdings, Inc.",/wiki/GoodRx
CG,The Carlyle Group Inc.,/wiki/The_Carlyle_Group
GILD,"Gilead Sciences, Inc.",/wiki/Gilead_Sciences
COMM,"CommScope Holding Company, Inc.",/wiki/CommScope
HUN,Huntsman Corporation,/wiki/Huntsman_Corporation
EHC,Encompass Health Corporation,
EPWR,Empowerment & Inclusion Capital I Corp.,
TENB,"Tenable Holdings, Inc.",
CVNA,Carvana Co.,
PFG,"Principal Financial Group, Inc.",/wiki/Principal_Financial_Group
AL,Air Lease Corporation,/wiki/Air_Lease_Corporation
TD,Toronto-Dominion Bank,/wiki/Toronto-Dominion_Bank
PSFE,Paysafe Limited,
NGVC,"Natural Grocers by Vitamin Cottage, Inc.",
BWA,BorgWarner Inc.,
MKSI,"MKS Instruments, Inc.",/wiki/MKS_Instruments
CZNC,Citizens & Northern Corporation,
IHRT,"iHeartMedia, Inc.",/wiki/IHeartMedia
EDR,"Education Realty Trust, Inc.",
SEM,Select Medical Holdings Corporation,/wiki/Select_Medical
VRNS,"Varonis Systems, Inc.",/wiki/Varonis_Systems
HES,Hess Corporation,/wiki/Hess_Corporation
EXFY,"Expensify, Inc.",/wiki/Expensify
CHPT,"ChargePoint Holdings, Inc.",
GATX,GATX Corporation,
YEXT,"Yext, Inc.",/wiki/Yext
WRB,W. R. Berkley Corporation,
DLTR,"Dollar Tree, Inc.",/wiki/Dollar_Tree
DOCN,"DigitalOcean Holdings, Inc.",
KLG,WK Kellogg Co,/wiki/WK_Kellogg_Co
ENOV,Enovis Corporation,
SN,Sanchez Energy Corporation,
UBS,UBS Group AG,/wiki/UBS
SKIL,Skillsoft Corp.,
CARS,Cars.com Inc.,
ETSY,"Etsy, Inc.",/wiki/Etsy
GETY,"Getty Images Holdings, Inc.",
NWS,News Corporation,/wiki/News_Corp
MGM,MGM Resorts International,
PEGA,Pegasystems Inc.,/wiki/Pegasystems
BLK,"BlackRock, Inc.",
SG,"Sweetgreen, Inc.",
J,Jacobs Engineering Group Inc.,
BTU,Peabody Energy Corporation,/wiki/Peabody_Energy
CCOI,"Cogent Communications Holdings, Inc.",/wiki/Cogent_Communications
DXYN,"The Dixie Group, Inc.",
EBF,"Ennis, Inc.",
BSX,Boston Scientific Corporation,
WSFS,WSFS Financial Corporation,
WMG,Warner Music Group Corp.,/wiki/Warner_Music_Group
WTI,"W&T Offshore, Inc.",
BLDP,Ballard Power Systems Inc.,
KRO,KRONOS Worldwide,
IMTE,Integrated Media Technology Limited,
CRSP,CRISPR Therapeutics AG,/wiki/CRISPR_Therapeutics
URBN,"Urban Outfitters, Inc.",/wiki/Urban_Outfitters
INCY,Incyte Corporation,/wiki/Incyte
SCU,Scana Corporation,
GEHC,GE HealthCare Technologies Inc.,/wiki/GE_HealthCare
TDY,Teledyne Technologies Incorporated,/wiki/Teledyne_Technologies
TKO,"TKO Group Holdings, Inc.",
IS,ironSource Ltd.,
CMC,Commercial Metals Company,/wiki/Commercial_Metals_Company
NTAP,"NetApp, Inc.",/wiki/NetApp
ELF,"e.l.f. Beauty, Inc.",
JHG,Janus Henderson Group plc,
CASY,"Casey's General Stores, Inc.",/wiki/Casey%27s
SCOR,"comScore, Inc.",/wiki/Comscore
STLD,"Steel Dynamics, Inc.",/wiki/Steel_Dynamics
SRCL,"Stericycle, Inc.",/wiki/Stericycle
FMC,FMC Corporation,/wiki/FMC_Corporation
NKE,"NIKE, Inc.",
ALKT,"Alkami Technology, Inc.",
LII,Lennox International,/wiki/Lennox_International
UTZ,"Utz Brands, Inc.",/wiki/Utz_Brands
AS,"Amer Sports, Inc.",
BKE,"The Buckle, Inc.",
VIRT,"Virtu Financial, Inc.",/wiki/Virtu_Financial
PSX,Phillips 66,/wiki/Phillips_66
NBR,Nabors Industries Ltd.,
NAVI,Navient Corporation,/wiki/Navient
KIND,"Nextdoor Holdings, Inc.",
JJSF,J&J Snack Foods Corp.,/wiki/J%26J_Snack_Foods
SCL,Stepan Co.,/wiki/Stepan_Company
MOV,"Movado Group, Inc.",
ALNY,"Alnylam Pharmaceuticals, Inc.",/wiki/Alnylam_Pharmaceuticals
HNST,"The Honest Company, Inc.",/wiki/The_Honest_Company
LUNR,"Intuitive Machines, Inc.",/wiki/Intuitive_Machines
CTRA,Coterra,/wiki/Coterra
TSLA,"Tesla, Inc.","/wiki/Tesla,_Inc."
XELB,"Xcel Brands, Inc.",
SBGI,"Sinclair Broadcast Group, Inc.",/wiki/Sinclair_Broadcast_Group
LITT,Logistics Innovation Technologies Corp.,
SAM,"The Boston Beer Company, Inc.",
DAKT,"Daktronics, Inc.",/wiki/Daktronics
RRGB,"Red Robin Gourmet Burgers, Inc.",/wiki/Red_Robin
OPEN,Opendoor Technologies Inc.,/wiki/Opendoor
ASB,Associated Banc-Corp,/wiki/Associated_Banc-Corp
NYCB,"New York Community Bancorp, Inc.",
D,Dominion Resources,/wiki/Dominion_Resources
IAC,IAC Inc.,/wiki/IAC_Inc.
FRHC,Freedom Holding Corp.,
MCHP,Microchip Technology Incorporated,/wiki/Microchip_Technology
OZK,Bank OZK,/wiki/Bank_OZK
BOH,Bank of Hawaii Corporation,
ALC,Alcon Inc.,
ELAN,Elanco Animal Health Incorporated,
COOP,Mr. Cooper Group Inc.,
APPF,"AppFolio, Inc.",/wiki/AppFolio
BCC,Boise Cascade Company,
G,Genpact Limited,/wiki/Genpact
SUM,"Summit Materials, Inc.",
WWD,"Woodward, Inc.","/wiki/Woodward,_Inc."
PSMT,"PriceSmart, Inc.",/wiki/PriceSmart
EXAS,Exact Sciences Corporation,
AMH,American Homes 4 Rent,/wiki/American_Homes_4_Rent
ALLY,Ally Financial Inc.,/wiki/Ally_Financial
SPOT,Spotify Technology S.A.,
SQSP,"Squarespace, Inc.",
ROCC,Ranger Oil Corporation,
OPK,"OPKO Health, Inc.",/wiki/OPKO_Health
NTLA,"Intellia Therapeutics, Inc.",/wiki/Intellia_Therapeutics
MMM,3M Company,/wiki/3M
HOOD,"Robinhood Markets, Inc.",/wiki/Robinhood_Markets
VNT,Vontier Corporation,/wiki/Vontier
FUBO,fuboTV Inc.,
AUR,"Aurora Innovation, Inc.",/wiki/Aurora_Innovation
AIR,AAR Corporation,/wiki/AAR_Corp
TRUE,"TrueCar, Inc.",/wiki/TrueCar
SMR,NuScale Power Corporation,
ALIT,"Alight, Inc.",
SHOO,"Steven Madden, Ltd.",
NSIT,"Insight Enterprises, Inc.",/wiki/Insight_Enterprises
STX,Seagate Technology Holdings plc,/wiki/Seagate_Technology
MMYT,MakeMyTrip Limited,/wiki/MakeMyTrip
INVH,Invitation Homes Inc.,
VLO,Valero Energy Corporation,/wiki/Valero_Energy
FND,"Floor & Decor Holdings, Inc.",
NXPI,NXP Semiconductors N.V.,/wiki/NXP_Semiconductors
MUR,Murphy Oil Corporation,
CYH,Community Health Systems,/wiki/Community_Health_Systems
TNET,"TriNet Group, Inc.",/wiki/TriNet
CNDT,Conduent Incorporated,
TGAA,Target Global Acquisition I Corp.,
DG,Dollar General,/wiki/Dollar_General
BROS,Dutch Bros Inc.,
SPLK,Splunk Inc.,/wiki/Splunk
CNC,Centene Corporation,/wiki/Centene_Corporation
MCAA,Mountain & Co. I Acquisition Corp.,
MTEM,"Molecular Templates, Inc.",
AEP,American Electric Power Company,/wiki/American_Electric_Power
TCX,Tucows Inc.,/wiki/Tucows
ULTA,"Ulta Beauty, Inc.",/wiki/Ulta_Beauty
HTOO,Fusion Fuel Green PLC,
PIPR,Piper Sandler Companies,/wiki/Piper_Sandler
HRB,H&R Block Inc.,/wiki/H%26R_Block
AYX,"Alteryx, Inc.",
FSLY,"Fastly, Inc.",
ZUO,"Zuora, Inc.",/wiki/Zuora
ASAN,"Asana, Inc.",
DOX,Amdocs Limited,/wiki/Amdocs
APGB,Apollo Strategic Growth Capital II,
KALU,Kaiser Aluminum Corporation,/wiki/Kaiser_Aluminum
LKQ,LKQ Corporation,/wiki/LKQ_Corporation
VVNT,"Vivint Smart Home, Inc.",
KOSS,Koss Corporation,/wiki/Koss_Corporation
SEDG,"SolarEdge Technologies, Inc.",/wiki/SolarEdge
FMAO,"Farmers & Merchants Bancorp, Inc.",
AVO,"Mission Produce, Inc.",
WIRE,Encore Wire Corporation,
MATX,"Matson, Inc.",
HCA,"HCA Holdings, Inc.",/wiki/Hospital_Corporation_of_America
EAT,"Brinker International, Inc.",
CFFI,C&F Financial Corporation,
TEAM,Atlassian Corporation,/wiki/Atlassian
ESLT,Elbit Systems Ltd.,/wiki/Elbit_Systems
WOOF,"Petco Health and Wellness Company, Inc.",/wiki/Petco
HII,"Huntington Ingalls Industries, Inc.",/wiki/Huntington_Ingalls_Industries
QRVO,"Qorvo, Inc.",/wiki/Qorvo
ARMK,Aramark,/wiki/Aramark
CHCI,"Comstock Holding Companies, Inc.",
SEE,Sealed Air Corporation,/wiki/Sealed_Air
MTVC,Motive Capital Corp II,
EW,Edwards Lifesciences Corp,/wiki/Edwards_Lifesciences
XPO,"XPO, Inc.","/wiki/XPO,_Inc."
IP,International Paper Co.,/wiki/International_Paper
PRGO,Perrigo Company PLC,/wiki/Perrigo
QUBT,"Quantum Computing, Inc.",
RMBS,Rambus Inc.,/wiki/Rambus
WMT,Walmart Inc.,/wiki/Walmart
LPX,Louisiana-Pacific,/wiki/Louisiana-Pacific
NKLA,Nikola Corporation,/wiki/Nikola_Corporation
ORGN,"Origin Materials, Inc.",
IMKTA,"Ingles Markets, Incorporated",/wiki/Ingles
JOE,St Joe Co.,/wiki/St._Joe_Company
THC,Tenet Healthcare Corporation,/wiki/Tenet_Healthcare
WDC,Western Digital Corporation,/wiki/Western_Digital
XRAY,DENTSPLY SIRONA Inc.,/wiki/Dentsply_Sirona
DAY,Dayforce Inc,
CAE,CAE Inc.,/wiki/CAE_Inc.
LPSN,"LivePerson, Inc.",
AAP,"Advance Auto Parts, Inc.",/wiki/Advance_Auto_Parts
FNF,Fidelity National Financial Inc.,/wiki/Fidelity_National_Financial
PVH,PVH Corp.,/wiki/PVH_(company)
PLNT,"Planet Fitness, Inc.",
PAYO,Payoneer Global Inc.,/wiki/Payoneer
FOXF,Fox Factory Holding Corp.,
AMBP,Ardagh Metal Packaging S.A.,
WAFD,"Washington Federal, Inc.",/wiki/Washington_Federal
THG,The Hanover Insurance Group,/wiki/Hanover_Insurance
ACOR,"Acorda Therapeutics, Inc.",/wiki/Acorda_Therapeutics
ASST,Asset Entities Inc.,
ATO,Atmos Energy Corporation,/wiki/Atmos_Energy
NXST,"Nexstar Media Group, Inc.",/wiki/Nexstar_Media_Group
AMPI,"Advanced Merger Partners, Inc",
ITW,Illinois Tool Works Inc.,/wiki/Illinois_Tool_Works
MANT,ManTech International Corporation,
DYAI,"Dyadic International, Inc.",
LHX,"L3Harris Technologies, Inc.",
SU,Suncor Energy Inc.,/wiki/Suncor_Energy
SNV,Synovus Financial Corp.,/wiki/Synovus
ONB,Old National Bancorp,
PINC,"Premier, Inc.",
FTCH,"Farfetch, Ltd.",/wiki/Farfetch
VMEO,"Vimeo, Inc.",/wiki/Vimeo
CEIX,CONSOL Energy Inc.,
DUK,Duke Energy,/wiki/Duke_Energy
CABO,"Cable One, Inc.",
BST,BlackRock Science and Technology Trust,
LILM,Lilium N.V.,
CW,Curtiss-Wright,/wiki/Curtiss-Wright
KMT,Kennametal,/wiki/Kennametal
PYPL,"PayPal Holdings, Inc.",/wiki/PayPal
QSR,Restaurant Brands International,/wiki/Restaurant_Brands_International
TXRH,"Texas Roadhouse, Inc.",/wiki/Texas_Roadhouse
MRNA,"Moderna, Inc.",/wiki/Moderna
AZPN,"Aspen Technology, Inc.",/wiki/Aspen_Technology
ARW,Arrow Electronics Inc,/wiki/Arrow_Electronics
LBTYB,Liberty Global plc,/wiki/Liberty_Global
CNM,"Core & Main, Inc.",
VSTO,Vista Outdoor Inc.,/wiki/Vista_Outdoor
SNPO,Snap One Holdings Corp.,
SFNC,Simmons First National Corporation,
PET,Wag! Group Co.,
ACLS,"Axcelis Technologies, Inc.",/wiki/Axcelis_Technologies
R,Ryder,/wiki/Ryder
MERC,Mercer International Inc.,
CNSL,"Consolidated Communications Holdings, Inc.",/wiki/Consolidated_Communications
DT,"Dynatrace, Inc.",
LECO,"Lincoln Electric Holdings, Inc.",/wiki/Lincoln_Electric
GNW,"Genworth Financial, Inc.",/wiki/Genworth_Financial
THO,"Thor Industries, Inc.",/wiki/Thor_Industries
PII,Polaris Industries Inc.,/wiki/Polaris_Industries
QMCO,Quantum Corporation,/wiki/Quantum_Corporation
BLUE,"bluebird bio, Inc.",/wiki/Bluebird_bio
PJT,PJT Partners Inc.,
ETN,Eaton Corporation plc,/wiki/Eaton_Corporation
RCI,Rogers Communications,/wiki/Rogers_Communications
RAMP,"LiveRamp Holdings, Inc.",
WSBF,"Waterstone Financial, Inc.",
KDP,Keurig Dr Pepper Inc.,/wiki/Keurig_Dr_Pepper
HIMS,"Hims & Hers Health, Inc.",
AIT,"Applied Industrial Technologies, Inc.",/wiki/Applied_Industrial_Technologies
PARAA,Paramount Global,/wiki/Paramount_Global
QRTEB,"Qurate Retail, Inc.",
ZD,"Ziff Davis, Inc.",/wiki/Ziff_Davis
MMS,"Maximus, Inc.",
CLS,Celestica,/wiki/Celestica
PUBM,"PubMatic, Inc.",/wiki/Pubmatic
CTVA,"Corteva, Inc.",
ENTG,"Entegris, Inc.",/wiki/Entegris
RACE,Ferrari N.V.,
MPWR,"Monolithic Power Systems, Inc.",/wiki/Monolithic_Power_Systems
FORG,"ForgeRock, Inc.",
SAIA,"Saia, Inc.",/wiki/Saia
OKTA,"Okta, Inc.","/wiki/Okta,_Inc."
CSGS,"CSG Systems International, Inc.",
ERIE,Erie Indemnity Company,
HURN,Huron Consulting Group Inc.,
SYF,Synchrony Financial,
BHF,"Brighthouse Financial, Inc.",/wiki/Brighthouse_Financial
OLN,Olin Corporation,/wiki/Olin_Corporation
GTN,"Gray Television, Inc.",/wiki/Gray_Television
AMPL,"Amplitude, Inc.",
APP,AppLovin Corporation,/wiki/AppLovin
CVLT,"Commvault Systems, Inc.",/wiki/Commvault
TIGO,Millicom International Cellular S.A.,
MGA,Magna International Inc.,
LEG,Leggett & Platt,/wiki/Leggett_%26_Platt
ROVR,"Rover Group, Inc.",
WISH,ContextLogic Inc.,
EOG,"EOG Resources, Inc.",/wiki/EOG_Resources
GOLF,Acushnet Holdings Corp.,/wiki/Acushnet_Company
DOV,Dover Corporation,/wiki/Dover_Corporation
CYBR,CyberArk Software Ltd.,/wiki/CyberArk
NGS,"Natural Gas Services Group, Inc.",
AIRT,"Air T, Inc.",
GHM,Graham Corporation,
TROW,"T. Rowe Price Group, Inc.",/wiki/T._Rowe_Price
ZM,"Zoom Video Communications, Inc.",/wiki/Zoom_Video_Communications
WSM,"Williams-Sonoma, Inc.","/wiki/Williams-Sonoma,_Inc."
EQH,"Equitable Holdings, Inc.",
ICE,"Intercontinental Exchange, Inc.",/wiki/Intercontinental_Exchange
BHC,Bausch Health Companies Inc.,
UPLD,"Upland Software, Inc.",
NCLH,Norwegian Cruise Line Holdings Ltd.,
NDSN,Nordson Corporation,/wiki/Nordson_Corporation
SCS,Steelcase Inc.,/wiki/Steelcase
IQV,IQVIA Holdings Inc.,
CTHR,"Charles & Colvard, Ltd.",/wiki/Charles_%26_Colvard
COHR,"Coherent, Inc.",
CCK,Crown Holdings,/wiki/Crown_Holdings
FLO,"Flowers Foods, Inc.",/wiki/Flowers_Foods
BIGC,"BigCommerce Holdings, Inc.",/wiki/BigCommerce
UGI,UGI Corporation,/wiki/UGI_Corporation
ABBV,AbbVie Inc.,/wiki/AbbVie
BNS,The Bank of Nova Scotia,
OTEX,Open Text Corporation,
NVAX,"Novavax, Inc.",/wiki/Novavax
OBDC,Blue Owl Capital Corporation,
SWCH,"Switch, Inc.",
ODFL,"Old Dominion Freight Line, Inc.",/wiki/Old_Dominion_Freight_Line
PRI,"Primerica, Inc.",/wiki/Primerica
SALM,"Salem Media Group, Inc.",/wiki/Salem_Media_Group
DRS,"Leonardo DRS, Inc.",
TLRY,"Tilray Brands, Inc.",/wiki/Tilray
IDXX,"IDEXX Laboratories, Inc.",/wiki/Idexx_Laboratories
COKE,"Coca-Cola Consolidated, Inc.",/wiki/Coca-Cola_Consolidated
CNQ,Canadian Natural Resources,/wiki/Canadian_Natural_Resources
RBA,Ritchie Bros. Auctioneers,/wiki/Ritchie_Bros._Auctioneers
TURB,"Turbo Energy, S.A. American Depositary Shares",
Z,"Zillow Group, Inc.",/wiki/Zillow
OC,Owens Corning,/wiki/Owens_Corning
UONEK,"Urban One, Inc.",/wiki/Urban_One
LUMN,"Lumen Technologies, Inc.",
SSTK,"Shutterstock, Inc.",/wiki/Shutterstock
OGN,Organon & Co.,
SYNH,"Syneos Health, Inc.",
FOUR,"Shift4 Payments, Inc.",
MDB,"MongoDB, Inc.",
BGFV,Big 5 Sporting Goods Corporation,/wiki/Big_5_Sporting_Goods
EGIO,"Edgio, Inc.",/wiki/Edgio
TMO,Thermo Fisher Scientific Inc.,/wiki/Thermo_Fisher_Scientific
IDT,IDT Corporation,/wiki/IDT_Corporation
KOP,Koppers,/wiki/Koppers
ALV,Autoliv Inc.,/wiki/Autoliv
RUM,Rumble Inc.,
BB,BlackBerry Limited,
AFG,American Financial Group Inc.,/wiki/American_Financial_Group
HUBB,Hubbell Incorporated,
LAZ,Lazard,/wiki/Lazard
MIRA,"MIRA Pharmaceuticals, Inc.",
CPRI,Capri Holdings Limited,
RNG,RingCentral,/wiki/RingCentral
NDAQ,"Nasdaq, Inc.","/wiki/Nasdaq,_Inc."
HSIC,"Henry Schein, Inc.",/wiki/Henry_Schein
ON,ON Semiconductor Corporation,
DDS,Dillard's,/wiki/Dillard%27s
CC,The Chemours Company,
PNFP,"Pinnacle Financial Partners, Inc.",/wiki/Pinnacle_Financial_Partners
ROIV,Roivant Sciences Ltd.,/wiki/Roivant_Sciences
KMB,Kimberly-Clark,/wiki/Kimberly-Clark
COR,Cencora,
ASPC,Alpha Capital Acquisition Company,
TDC,Teradata Corporation,/wiki/Teradata
HUBG,"Hub Group, Inc.",/wiki/Hub_Group
WEBR,Weber Inc.,
FOX,Fox Corporation,/wiki/Fox_Corporation
JBT,John Bean Technologies Corporation,/wiki/JBT_Corporation
GMED,"Globus Medical, Inc.",
GPK,Graphic Packaging Holding Company,/wiki/Graphic_Packaging
WAT,Waters Corporation,/wiki/Waters_Corporation
BIRK,Birkenstock Holding plc,
GOOS,Canada Goose Holdings Inc.,/wiki/Canada_Goose_(clothing)
LULU,Lululemon Athletica Inc.,/wiki/Lululemon_Athletica
MAT,"Mattel, Inc.",/wiki/Mattel
AJG,Arthur J.Gallagher & Co.,/wiki/Arthur_J._Gallagher_%26_Co.
IVCA,Investcorp India Acquisition Corp,
UIS,Unisys Corporation,/wiki/Unisys
PLTK,Playtika Holding Corp.,/wiki/Playtika
ZIM,ZIM Integrated Shipping Services Ltd.,/wiki/ZIM_(shipping_company)
WW,"WW International, Inc.",/wiki/WW_International
FANG,"Diamondback Energy, Inc.",/wiki/Diamondback_Energy
WEX,WEX Inc.,/wiki/WEX_Inc.
F,Ford Motor Company,/wiki/Ford_Motor_Company
RGA,Reinsurance Group of America,/wiki/Reinsurance_Group_of_America
PLD,"Prologis, Inc.",/wiki/Prologis
UHS,"Universal Health Services, Inc.",/wiki/Universal_Health_Services
HOLX,"Hologic, Inc.",/wiki/Hologic
ETD,Ethan Allen Interiors Inc.,
EVER,Everbank Financial Corp.,/wiki/EverBank
AOSL,Alpha and Omega Semiconductor Limited,
PRAA,"PRA Group, Inc.",
ACM,AECOM Technology Corporation,/wiki/AECOM
SO,Southern Company,/wiki/Southern_Company
ABNB,"Airbnb, Inc.",/wiki/Airbnb
PRU,"Prudential Financial, Inc.",
DOCS,"Doximity, Inc.",
AMRX,"Amneal Pharmaceuticals, Inc.",
AIG,American International Group Inc,/wiki/American_International_Group
TPR,"Tapestry, Inc.","/wiki/Tapestry,_Inc."
AEO,"American Eagle Outfitters, Inc.",/wiki/American_Eagle_Outfitters
WMK,"Weis Markets, Inc.",/wiki/Weis_Markets
MPC,Marathon Petroleum Corporation,
NBTB,NBT Bancorp Inc.,
GWRE,"Guidewire Software, Inc.",/wiki/Guidewire_Software
CMLS,Cumulus Media Inc.,/wiki/Cumulus_Media
GDDY,GoDaddy Inc.,
XPDB,Power & Digital Infrastructure Acquisition II Corp.,
AMKR,"Amkor Technology, Inc.",/wiki/Amkor_Technology
SDC,"SmileDirectClub, Inc.",
PTC,PTC Inc.,
CBRG,Chain Bridge I,
MSTR,MicroStrategy Incorporated,/wiki/MicroStrategy
BWXT,"BWX Technologies, Inc.",
ELV,Elevance Health Inc.,
OII,Oceaneering International Inc.,/wiki/Oceaneering_International
SMTC,Semtech Corporation,/wiki/Semtech
ALRM,"Alarm.com Holdings, Inc.",/wiki/Alarm.com
STWD,"Starwood Property Trust, Inc.",
UTHR,United Therapeutics Corporation,/wiki/United_Therapeutics
ADC,Agree Realty Corporation,
MTZ,"MasTec, Inc.",
CP,Canadian Pacific Railway,/wiki/Canadian_Pacific_Railway
TSRI,"TSR, Inc.",
MRDB,MariaDB plc,
FUL,H.B. Fuller Company,/wiki/H.B._Fuller
BLKB,"Blackbaud, Inc.",/wiki/Blackbaud
BCE,BCE Inc.,
SPR,"Spirit AeroSystems Holdings, Inc.",/wiki/Spirit_AeroSystems
PZZA,"Papa John's International, Inc.",/wiki/Papa_John%27s
BYON,"Beyond, Inc.",
GATO,"Gatos Silver, Inc.",
FLEX,Flex Ltd.,
DAVE,Dave Inc.,
MTCH,"Match Group, Inc.",/wiki/Match_Group
LANV,Lanvin Group Holdings Limited,
CCEP,Coca-Cola Europacific Partners PLC,/wiki/Coca-Cola_Europacific_Partners
